org.apache.tools.ant.types.RedirectorElement	public void configure(org.apache.tools.ant.taskdefs.Redirector, java.lang.String) 	redirector	B3	0/46
org.apache.tools.ant.taskdefs.optional.ssh.ScpTest	public void testMultiUploadAndDownload() throws java.io.IOException	fileset	B4	0/5
org.apache.tools.ant.types.XMLCatalog.ExternalResolver	public javax.xml.transform.Source resolve(java.lang.String, java.lang.String) throws javax.xml.transform.TransformerException	source	B4	0/5
org.apache.tools.ant.types.XMLCatalog	private org.xml.sax.InputSource filesystemLookup(org.apache.tools.ant.types.ResourceLocation) 	baseURL	B1	0/5
org.apache.tools.ant.types.XMLCatalog	private org.xml.sax.InputSource urlLookup(org.apache.tools.ant.types.ResourceLocation) 	baseURL	B1	0/5
org.apache.tools.ant.types.XMLCatalogTest	public void testEntryReference() 	catalog1	B1	0/5
org.apache.tools.ant.types.optional.depend.DependScanner	public synchronized void scan() throws java.lang.IllegalStateException	analyzer	B1	0/5
org.apache.tools.ant.types.selectors.ContainsRegexpTest.TaskdefForRegexpTest	public void test() 	files	B1	0/5
org.apache.tools.ant.types.selectors.ContainsSelector	public boolean isSelected(java.io.File, java.lang.String, java.io.File) 	userstr	B3	0/5
org.apache.tools.ant.util.ResourceUtils	public static void copyResource(org.apache.tools.ant.types.Resource, org.apache.tools.ant.types.Resource, org.apache.tools.ant.types.FilterSetCollection, Vector#RAW, boolean, boolean, java.lang.String, java.lang.String, org.apache.tools.ant.Project) throws java.io.IOException	out	B8	0/5
org.apache.tools.ant.util.ResourceUtils	public static void copyResource(org.apache.tools.ant.types.Resource, org.apache.tools.ant.types.Resource, org.apache.tools.ant.types.FilterSetCollection, Vector#RAW, boolean, boolean, java.lang.String, java.lang.String, org.apache.tools.ant.Project) throws java.io.IOException	out	B23	0/5
org.apache.tools.bzip2.CBZip2OutputStream	private void mainSort() 	j	B23	0/5
org.apache.tools.zip.AsiExtraField	protected int getMode(int) 	type	B1	0/5
org.apache.tools.tar.TarUtils	public static int getNameBytes(java.lang.StringBuffer, byte[], int, int) 	buf	B1	0/5
org.apache.tools.tar.TarUtils	public static int getNameBytes(java.lang.StringBuffer, byte[], int, int) 	buf	B2	0/4
org.apache.tools.ant.taskdefs.LoadProperties	public final void execute() throws org.apache.tools.ant.BuildException	tis	B11	0/5
org.apache.tools.ant.taskdefs.LoadProperties	public final void execute() throws org.apache.tools.ant.BuildException	tis	B13	0/3
org.apache.tools.ant.taskdefs.XmlProperty	private void addNodeRecursively(org.w3c.dom.Node, java.lang.String, java.lang.Object) 	nodePrefix	B1	0/5
org.apache.tools.ant.taskdefs.XmlProperty	private void addNodeRecursively(org.w3c.dom.Node, java.lang.String, java.lang.Object) 	nodePrefix	B2	0/3
org.apache.tools.ant.taskdefs.optional.net.FTP	protected int transferFiles(org.apache.commons.net.ftp.FTPClient, org.apache.tools.ant.types.FileSet) throws java.io.IOException, org.apache.tools.ant.BuildException	dir	B9	0/5
org.apache.tools.ant.taskdefs.optional.net.FTP	protected int transferFiles(org.apache.commons.net.ftp.FTPClient, org.apache.tools.ant.types.FileSet) throws java.io.IOException, org.apache.tools.ant.BuildException	dir	B11	0/2
org.apache.tools.ant.taskdefs.optional.perforce.P4Change	public void execute() throws org.apache.tools.ant.BuildException	handler	B1	0/5
org.apache.tools.ant.taskdefs.optional.perforce.P4Change	public void execute() throws org.apache.tools.ant.BuildException	handler	B3	0/3
org.apache.tools.ant.types.Path	private org.apache.tools.ant.types.Path concatSpecialPath(java.lang.String, org.apache.tools.ant.types.Path) 	order	B1	0/5
org.apache.tools.ant.types.Path	private org.apache.tools.ant.types.Path concatSpecialPath(java.lang.String, org.apache.tools.ant.types.Path) 	order	B2	0/3
org.apache.tools.bzip2.CBZip2InputStream	private void recvDecodingTables() throws java.io.IOException	selectorMtf	B14	0/5
org.apache.tools.bzip2.CBZip2InputStream	private void recvDecodingTables() throws java.io.IOException	selectorMtf	B15	0/4
org.apache.tools.bzip2.CBZip2InputStream	private void recvDecodingTables() throws java.io.IOException	selectorMtf	B16	0/3
org.apache.tools.bzip2.CBZip2OutputStream	private static void hbMakeCodeLengths(byte[], int[], org.apache.tools.bzip2.CBZip2OutputStream.Data, int, int) 	j	B35	0/5
org.apache.tools.bzip2.CBZip2OutputStream	private static void hbMakeCodeLengths(byte[], int[], org.apache.tools.bzip2.CBZip2OutputStream.Data, int, int) 	j	B36	0/3
org.apache.tools.bzip2.CBZip2OutputStream	protected static void hbMakeCodeLengths(char[], int[], int, int) 	j	B35	0/5
org.apache.tools.bzip2.CBZip2OutputStream	protected static void hbMakeCodeLengths(char[], int[], int, int) 	j	B36	0/3
org.apache.tools.ant.taskdefs.ParallelTest	public void testThreadCount() 	pos	B1	0/5
org.apache.tools.ant.taskdefs.ParallelTest	public void testThreadCount() 	pos	B2	0/2
org.apache.tools.ant.listener.Log4jListener	public void messageLogged(org.apache.tools.ant.BuildEvent) 	categoryObject	B2	0/5
org.apache.tools.ant.listener.Log4jListener	public void messageLogged(org.apache.tools.ant.BuildEvent) 	categoryObject	B3	0/3
org.apache.tools.ant.ComponentHelper	public java.lang.Object createComponent(org.apache.tools.ant.UnknownElement, java.lang.String, java.lang.String) throws org.apache.tools.ant.BuildException	task	B2	0/5
org.apache.tools.ant.UnknownElement	private boolean handleChild(java.lang.String, org.apache.tools.ant.IntrospectionHelper, java.lang.Object, org.apache.tools.ant.UnknownElement, org.apache.tools.ant.RuntimeConfigurable) 	childTask	B5	0/5
org.apache.tools.ant.taskdefs.AbstractJarSignerTask	protected void bindToKeystore(org.apache.tools.ant.taskdefs.ExecTask) 	loc	B2	0/5
org.apache.tools.ant.taskdefs.optional.depend.Depend	private void addClassFiles(Vector#RAW, java.io.File, java.io.File) 	info	B8	0/5
org.apache.tools.ant.taskdefs.optional.http.HttpBasicAuth	public void setAuthenticationHeader(java.net.URLConnection, java.net.URLConnection, java.lang.String, java.lang.String) throws org.apache.tools.ant.BuildException	encodedPass	B2	0/5
org.apache.tools.ant.types.TarFileSet	protected void configureFileSet(org.apache.tools.ant.types.ArchiveFileSet) 	tfs	B2	0/5
org.apache.tools.ant.types.selectors.ExtendSelector	public void selectorCreate() 	c	B2	0/5
org.apache.tools.ant.filters.LineContainsRegExp	public int read() throws java.io.IOException	matches	B9	0/5
org.apache.tools.ant.filters.LineContainsRegExp	public int read() throws java.io.IOException	matches	B10	0/4
org.apache.tools.ant.filters.LineContainsRegExp	public int read() throws java.io.IOException	matches	B11	0/3
org.apache.tools.ant.util.depend.bcel.DependencyVisitor	public void visitConstantNameAndType(org.apache.bcel.classfile.ConstantNameAndType) 	start	B3	0/5
org.apache.tools.ant.types.AbstractFileSet	public synchronized void setupDirectoryScanner(org.apache.tools.ant.FileScanner, org.apache.tools.ant.Project) 	ss	B6	0/5
org.apache.tools.ant.taskdefs.Ant	private void initializeProject() 	logger	B8	0/5
org.apache.tools.ant.AntClassLoader	protected Enumeration#RAW findResources(java.lang.String) throws java.io.IOException	base	B1	0/4
org.apache.tools.ant.helper.ProjectHelper2.RootHandler	public org.xml.sax.InputSource resolveEntity(java.lang.String, java.lang.String) 	file	B2	0/4
org.apache.tools.ant.helper.ProjectHelperImpl.RootHandler	public org.xml.sax.InputSource resolveEntity(java.lang.String, java.lang.String) 	file	B2	0/4
org.apache.tools.ant.helper.ProjectHelperImpl2.RootHandler	public org.xml.sax.InputSource resolveEntity(java.lang.String, java.lang.String) 	file	B2	0/4
org.apache.tools.ant.helper.ProjectHelperImpl2	public void parse(org.apache.tools.ant.Project, java.lang.Object) throws org.apache.tools.ant.BuildException	context	B1	0/4
org.apache.tools.ant.helper.ProjectHelperImpl2	public void parse(org.apache.tools.ant.Project, java.lang.Object) throws org.apache.tools.ant.BuildException	project	B1	0/4
org.apache.tools.ant.taskdefs.DependSet	public void execute() throws org.apache.tools.ant.BuildException	delete	B6	0/4
org.apache.tools.ant.taskdefs.Execute.PerlScriptCommandLauncher	public java.lang.Process exec(org.apache.tools.ant.Project, java.lang.String[], java.lang.String[], java.io.File) throws java.io.IOException	newcmd	B9	0/4
org.apache.tools.ant.taskdefs.JavaTest.EntryPoint	public static void main(java.lang.String[]) 	exitCode	B1	0/4
org.apache.tools.ant.taskdefs.Javadoc	private void parsePackages(Vector#RAW, org.apache.tools.ant.types.Path) 	ds	B17	0/4
org.apache.tools.ant.taskdefs.Javadoc	private void parsePackages(Vector#RAW, org.apache.tools.ant.types.Path) 	pkg	B5	0/4
org.apache.tools.ant.taskdefs.Javadoc	private void parsePackages(Vector#RAW, org.apache.tools.ant.types.Path) 	pkg	B11	0/4
org.apache.tools.ant.taskdefs.Property	protected void loadResource(java.lang.String) 	cL	B1	0/4
org.apache.tools.ant.taskdefs.Sync	public void init() throws org.apache.tools.ant.BuildException	myCopy	B1	0/4
org.apache.tools.ant.taskdefs.Tar	protected void tar(org.apache.tools.ant.types.ResourceCollection, org.apache.tools.tar.TarOutputStream) throws java.io.IOException	f	B12	0/4
org.apache.tools.ant.taskdefs.UpToDate	public boolean eval() 	sourceResources	B1	0/4
org.apache.tools.ant.taskdefs.WhichResource	public void execute() throws org.apache.tools.ant.BuildException	url	B8	0/4
org.apache.tools.ant.taskdefs.XSLTProcess	private void process(java.io.File, java.lang.String, java.io.File, org.apache.tools.ant.types.Resource) throws org.apache.tools.ant.BuildException	mapper	B3	0/4
org.apache.tools.ant.taskdefs.optional.ccm.CCMCreateTask	public void setProcessOutputStream(java.io.InputStream) throws java.io.IOException	buffer	B1	0/4
org.apache.tools.ant.taskdefs.optional.clearcase.CCUtils	public static Hashtable#RAW toFiles(Vector#RAW) 	path	B3	0/4
org.apache.tools.ant.taskdefs.optional.depend.Depend	private java.io.File findSourceFile(java.lang.String) 	sourceFilename	B1	0/4
org.apache.tools.ant.taskdefs.optional.javacc.JJTree	private java.lang.String makeOutputFileRelative(java.lang.String) 	startPos	B3	0/4
org.apache.tools.ant.taskdefs.optional.net.FTP.FTPDirectoryScanner	protected void scandir(java.lang.String, java.lang.String, boolean) 	completePath	B5	0/4
org.apache.tools.ant.taskdefs.optional.net.FTPTest	public void setUp() 	myFTPTask	B1	0/4
org.apache.tools.ant.taskdefs.optional.script.ScriptDef	public void execute() 	def	B25	0/4
org.apache.tools.ant.taskdefs.optional.splash.SplashScreen	protected void init(javax.swing.ImageIcon) 	piccy	B1	0/4
org.apache.tools.ant.taskdefs.optional.ssh.ScpFromMessage	public void execute() throws java.io.IOException, com.jcraft.jsch.JSchException	command	B1	0/4
org.apache.tools.ant.taskdefs.optional.vss.MSVSS	public final void setVsspath(java.lang.String) 	projectPath	B1	0/4
org.apache.tools.ant.taskdefs.optional.vss.MSVSSTest	public void testCpCommandLine() 	vssCp	B1	0/4
org.apache.tools.ant.types.PathTest	public void testDirSet() 	d	B1	0/4
org.apache.tools.ant.types.PathTest	public void testFileSet() 	f	B1	0/4
org.apache.tools.ant.types.PropertySet	public java.util.Properties getProperties() 	m	B15	0/4
org.apache.tools.ant.types.XMLCatalog	private org.xml.sax.InputSource classpathLookup(org.apache.tools.ant.types.ResourceLocation) 	cp	B1	0/4
org.apache.tools.ant.types.ZipScanner	protected void fillMapsFromArchive(org.apache.tools.ant.types.Resource, java.lang.String, Map#RAW, Map#RAW, Map#RAW, Map#RAW) 	srcFile	B1	0/4
org.apache.tools.ant.types.resolver.ApacheCatalogResolver	public void addPublicEntry(java.lang.String, java.lang.String, java.net.URL) 	dtd	B1	0/4
org.apache.tools.ant.types.resolver.ApacheCatalogResolver	public void addURIEntry(java.lang.String, java.lang.String, java.net.URL) 	entity	B1	0/4
org.apache.tools.ant.types.selectors.ModifiedSelectorTest	public void doScenarioTest(java.lang.String, java.lang.String) 	bft	B1	0/4
org.apache.tools.ant.types.selectors.ModifiedSelectorTest	public void testSeldirs() 	s	B6	0/4
org.apache.tools.ant.util.ClasspathUtilsTest	public void testOnlyOneInstance() 	enumeration	B1	0/4
org.apache.tools.ant.util.DateUtils	public static int getPhaseOfMoon(java.util.Calendar) 	epact	B1	0/4
org.apache.tools.ant.util.FileUtilsTest	public void testFromURI() 	dosRoot	B1	0/4
org.apache.tools.ant.util.JAXPUtilsTest	public void testGetSystemId() 	file	B1	0/4
org.apache.tools.ant.util.ResourceUtils	private static void logFuture(org.apache.tools.ant.ProjectComponent, org.apache.tools.ant.types.ResourceCollection, long) 	sel	B1	0/4
org.apache.tools.ant.util.ResourceUtils	public static void copyResource(org.apache.tools.ant.types.Resource, org.apache.tools.ant.types.Resource, org.apache.tools.ant.types.FilterSetCollection, Vector#RAW, boolean, boolean, java.lang.String, java.lang.String, org.apache.tools.ant.Project) throws java.io.IOException	osw	B8	0/4
org.apache.tools.ant.util.ResourceUtils	public static void copyResource(org.apache.tools.ant.types.Resource, org.apache.tools.ant.types.Resource, org.apache.tools.ant.types.FilterSetCollection, Vector#RAW, boolean, boolean, java.lang.String, java.lang.String, org.apache.tools.ant.Project) throws java.io.IOException	osw	B23	0/4
org.apache.tools.ant.util.depend.bcel.AncestorAnalyzer	protected void determineDependencies(Vector#RAW, Vector#RAW) 	parser	B10	0/4
org.apache.tools.ant.util.depend.bcel.FullAnalyzer	protected void determineDependencies(Vector#RAW, Vector#RAW) 	parser	B10	0/4
org.apache.tools.bzip2.CBZip2OutputStream	private static void vswap(int[], int, int, int) 	fmap	B2	0/4
org.apache.tools.bzip2.CBZip2OutputStream	private static void vswap(int[], int, int, int) 	p1	B2	0/4
org.apache.tools.bzip2.CBZip2OutputStream	private static void vswap(int[], int, int, int) 	p2	B2	0/4
org.apache.tools.mail.MailMessageTest	public void testAPIExample() 	testMailClient	B1	0/4
org.apache.tools.mail.MailMessageTest	public void testAsciiCharset() 	testMailClient	B1	0/4
org.apache.tools.mail.MailMessageTest	public void testBccOnly() 	testMailClient	B1	0/4
org.apache.tools.mail.MailMessageTest	public void testCcOnly() 	testMailClient	B1	0/4
org.apache.tools.mail.MailMessageTest	public void testEmptyBody() 	testMailClient	B1	0/4
org.apache.tools.mail.MailMessageTest	public void testToOnly() 	testMailClient	B1	0/4
org.apache.tools.zip.ExtraFieldUtilsTest	public void setUp() 	dummy	B1	0/4
org.apache.tools.ant.taskdefs.Concat	private void cat(org.apache.tools.ant.types.ResourceCollection) 	footer	B17	0/4
org.apache.tools.ant.taskdefs.Concat	private void cat(org.apache.tools.ant.types.ResourceCollection) 	footer	B18	0/3
org.apache.tools.ant.types.selectors.ContainsRegexpSelector	public boolean isSelected(java.io.File, java.lang.String, java.io.File) 	myRegExp	B3	0/4
org.apache.tools.ant.types.selectors.ContainsRegexpSelector	public boolean isSelected(java.io.File, java.lang.String, java.io.File) 	myRegExp	B4	0/3
org.apache.tools.ant.filters.TokenFilter.ReplaceRegex	private void initialize() 	substitution	B5	0/4
org.apache.tools.ant.filters.TokenFilter.ReplaceRegex	private void initialize() 	substitution	B7	0/2
org.apache.tools.ant.listener.CommonsLoggingListener	private org.apache.commons.logging.Log getLog(java.lang.String, java.lang.String) 	cat	B1	0/4
org.apache.tools.ant.listener.CommonsLoggingListener	private org.apache.commons.logging.Log getLog(java.lang.String, java.lang.String) 	cat	B2	0/3
org.apache.tools.ant.taskdefs.Concat	private void cat(org.apache.tools.ant.types.ResourceCollection) 	header	B11	0/4
org.apache.tools.ant.taskdefs.Concat	private void cat(org.apache.tools.ant.types.ResourceCollection) 	header	B12	0/3
org.apache.tools.ant.taskdefs.JarTest	public void testNoDuplicateIndex() throws java.io.IOException	numberOfIndexLists	B2	0/4
org.apache.tools.ant.taskdefs.JarTest	public void testNoDuplicateIndex() throws java.io.IOException	numberOfIndexLists	B3	0/3
org.apache.tools.ant.types.selectors.BaseSelectorTest	public void testRespondsToError() 	s	B1	0/4
org.apache.tools.ant.types.selectors.BaseSelectorTest	public void testRespondsToError() 	s	B3	0/3
org.apache.tools.ant.taskdefs.optional.depend.Depend	private void warnOutOfDateButNotDeleted(org.apache.tools.ant.taskdefs.optional.depend.Depend.ClassFileInfo, java.lang.String, java.lang.String) 	level	B3	0/4
org.apache.tools.ant.taskdefs.optional.depend.Depend	private void warnOutOfDateButNotDeleted(org.apache.tools.ant.taskdefs.optional.depend.Depend.ClassFileInfo, java.lang.String, java.lang.String) 	level	B4	0/2
org.apache.tools.bzip2.CBZip2InputStream	public int read(byte[], int, int) throws java.io.IOException	destOffs	B9	0/4
org.apache.tools.bzip2.CBZip2InputStream	public int read(byte[], int, int) throws java.io.IOException	destOffs	B10	0/2
