Class,CBO,CSA,CSO,CSOA,Dcy,DIT,Inner,LCOM,LOC,NCLOC,NOC,NOIC,NOOC,OCavg,Query,RFC,WMC
"org.eclipse.jdt.internal.core.dom.rewrite.ASTRewriteFormatter.NodeMarker",3,1,0,1,0,0,0,0,3,3,0,0,0,n/a,0,0,0
"org.eclipse.jdt.internal.core.dom.rewrite.ASTRewriteFormatter.Prefix",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,1,n/a
"org.eclipse.jdt.internal.core.dom.rewrite.Indents",3,0,9,9,0,0,0,1,234,168,0,0,0,"4,11",8,9,37
"org.eclipse.jdt.internal.core.dom.rewrite.ListRewriteEvent",7,5,21,26,4,1,0,2,169,134,0,0,0,"2,19",12,23,35
"org.eclipse.jdt.internal.core.dom.rewrite.NodeInfoStore",19,3,9,12,13,0,0,1,101,76,0,0,0,"2,00",4,18,18
"org.eclipse.jdt.internal.core.dom.rewrite.NodeInfoStore.CopyPlaceholderData",4,1,1,2,2,1,0,0,6,6,0,0,0,"1,00",1,1,1
"org.eclipse.jdt.internal.core.dom.rewrite.NodeInfoStore.PlaceholderData",3,0,0,0,0,0,0,0,3,2,2,0,0,n/a,0,0,0
"org.eclipse.jdt.internal.core.dom.rewrite.NodeInfoStore.StringPlaceholderData",3,1,1,2,1,1,0,0,6,6,0,0,0,"1,00",1,1,1
"org.eclipse.jdt.internal.core.dom.rewrite.NodeRewriteEvent",5,2,13,15,1,1,0,3,88,63,0,0,0,"2,00",6,8,16
"org.eclipse.jdt.internal.core.dom.rewrite.RewriteEvent",9,5,5,10,0,0,0,5,55,12,2,0,0,n/a,5,5,0
"org.eclipse.jdt.internal.core.dom.rewrite.RewriteEventStore",24,11,37,48,13,0,0,3,366,327,0,0,0,"2,51",23,62,93
"org.eclipse.jdt.internal.core.dom.rewrite.RewriteEventStore.CopySourceInfo",11,5,4,9,2,0,0,2,37,37,0,0,0,"1,75",3,4,7
"org.eclipse.jdt.internal.core.dom.rewrite.RewriteEventStore.CopySourceInfoSorter",3,0,1,1,2,0,0,1,12,12,0,0,0,"3,00",1,3,3
"org.eclipse.jdt.internal.core.dom.rewrite.RewriteEventStore.EventHolder",5,3,2,5,3,0,0,0,20,17,0,0,0,"1,00",1,3,2
"org.eclipse.jdt.internal.core.dom.rewrite.RewriteEventStore.INodePropertyMapper",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,1,n/a
"org.eclipse.jdt.internal.core.dom.rewrite.RewriteEventStore.ParentIterator",3,4,4,8,3,0,0,2,54,42,0,0,0,"2,50",2,5,10
"org.eclipse.jdt.internal.core.dom.rewrite.RewriteEventStore.PropertyLocation",4,2,3,5,2,0,0,2,14,14,0,0,0,"1,00",2,3,3
"org.eclipse.jdt.internal.core.dom.rewrite.SourceModifier",2,3,3,6,1,0,0,2,22,21,0,0,0,"1,33",2,5,4
"org.eclipse.jdt.internal.core.dom.rewrite.TokenScanner",7,6,25,31,6,0,0,2,363,224,0,0,0,"1,92",19,34,48
"org.eclipse.jdt.internal.core.dom.rewrite.TrackedNodePosition",3,2,5,7,2,0,1,1,29,20,0,0,0,"1,67",2,5,5
"org.eclipse.jdt.internal.core.eval.EvaluationContextWrapper",40,2,45,47,40,0,1,1,386,289,0,0,0,"1,52",11,59,61
"org.eclipse.jdt.internal.core.eval.GlobalVariableWrapper",3,1,7,8,2,0,1,1,35,20,0,0,0,"1,25",3,7,5
"org.eclipse.jdt.internal.core.eval.RequestorWrapper",7,1,5,6,6,0,1,1,44,37,0,0,0,"2,33",1,13,7
"org.eclipse.jdt.internal.core.hierarchy.ChangeCollector",13,2,16,18,13,0,0,1,398,350,0,0,0,"5,56",4,44,89
"org.eclipse.jdt.internal.core.hierarchy.HierarchyBinaryType",11,8,37,45,10,0,3,14,227,167,0,0,0,"2,25",18,28,45
"org.eclipse.jdt.internal.core.hierarchy.HierarchyBuilder",33,5,12,17,30,0,1,4,314,255,2,0,0,"5,30",6,47,53
"org.eclipse.jdt.internal.core.hierarchy.HierarchyResolver",59,9,23,32,56,0,1,1,624,525,0,0,0,"5,85",5,94,117
"org.eclipse.jdt.internal.core.hierarchy.HierarchyResolver.MissingType",3,1,10,11,1,0,2,4,36,21,0,0,0,"1,00",5,6,6
"org.eclipse.jdt.internal.core.hierarchy.HierarchyType",6,6,9,15,4,0,2,4,53,34,0,0,0,"1,00",4,7,5
"org.eclipse.jdt.internal.core.hierarchy.IHierarchyRequestor",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,1,n/a
"org.eclipse.jdt.internal.core.hierarchy.IndexBasedHierarchyBuilder",44,10,21,31,44,1,2,2,397,324,0,6,3,"5,55",4,57,61
"org.eclipse.jdt.internal.core.hierarchy.IndexBasedHierarchyBuilder.Queue",2,3,3,6,1,0,0,1,32,29,0,0,0,"2,33",2,3,7
"org.eclipse.jdt.internal.core.hierarchy.RegionBasedHierarchyBuilder",19,5,19,24,19,1,1,1,162,140,0,9,0,"4,43",1,27,31
"org.eclipse.jdt.internal.core.hierarchy.RegionBasedTypeHierarchy",18,20,102,122,17,1,2,3,111,83,0,44,4,"2,67",3,25,24
"org.eclipse.jdt.internal.core.hierarchy.TypeHierarchy",42,33,98,131,33,0,2,1,1.416,1.097,1,0,0,"3,65",48,126,274
"org.eclipse.jdt.internal.core.index.DiskIndex",12,15,27,42,12,0,0,1,711,683,0,0,0,"6,93",10,53,187
"org.eclipse.jdt.internal.core.index.DiskIndex.IntList",2,2,3,5,1,0,0,1,21,21,0,0,0,"1,67",1,3,5
"org.eclipse.jdt.internal.core.index.EntryResult",13,3,6,9,5,0,0,1,49,49,0,0,0,"2,50",3,11,15
"org.eclipse.jdt.internal.core.index.Index",32,4,13,17,12,0,0,3,152,114,0,0,0,"2,85",7,35,37
"org.eclipse.jdt.internal.core.index.MemoryIndex",10,3,7,10,9,0,0,1,87,83,0,0,0,"3,86",2,21,27
"org.eclipse.jdt.internal.core.jdom.AbstractDOMBuilder",12,8,18,26,10,1,1,1,187,92,2,7,0,"2,20",3,17,22
"org.eclipse.jdt.internal.core.jdom.CompilationUnit",3,3,10,13,1,0,2,4,40,32,0,0,0,"1,33",5,6,8
"org.eclipse.jdt.internal.core.jdom.DOMBuilder",27,12,67,79,26,2,2,6,669,396,0,14,2,"2,38",12,67,76
"org.eclipse.jdt.internal.core.jdom.DOMCompilationUnit",17,13,93,106,13,1,3,6,165,93,0,42,6,"1,62",8,34,26
"org.eclipse.jdt.internal.core.jdom.DOMField",18,21,146,167,17,2,3,5,584,325,0,49,13,"1,83",17,88,75
"org.eclipse.jdt.internal.core.jdom.DOMImport",11,14,92,106,9,1,2,6,163,75,0,45,3,"1,29",8,28,18
"org.eclipse.jdt.internal.core.jdom.DOMInitializer",12,19,121,140,10,2,3,8,212,97,0,57,5,"1,33",8,39,24
"org.eclipse.jdt.internal.core.jdom.DOMMember",12,17,99,116,7,1,2,2,314,151,4,45,3,"1,83",8,40,33
"org.eclipse.jdt.internal.core.jdom.DOMMethod",15,30,160,190,13,2,3,6,723,412,0,54,8,"2,26",21,80,95
"org.eclipse.jdt.internal.core.jdom.DOMNode",25,24,73,97,13,0,1,2,900,463,4,0,0,"2,25",31,69,115
"org.eclipse.jdt.internal.core.jdom.DOMPackage",10,12,86,98,8,1,2,5,124,58,0,45,3,"1,27",6,25,14
"org.eclipse.jdt.internal.core.jdom.DOMType",22,32,154,186,18,2,3,7,736,425,0,53,9,"2,17",17,83,87
"org.eclipse.jdt.internal.core.jdom.ILineStartFinder",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,1,n/a
"org.eclipse.jdt.internal.core.jdom.SiblingEnumeration",3,1,3,4,1,0,0,1,39,16,0,0,0,"1,33",2,4,4
"org.eclipse.jdt.internal.core.jdom.SimpleDOMBuilder",23,8,69,77,22,2,2,5,195,115,0,15,1,"1,17",3,43,28
"org.eclipse.jdt.internal.core.search.AbstractSearchScope",6,0,12,12,2,0,1,5,35,13,2,0,0,"1,00",2,5,4
"org.eclipse.jdt.internal.core.search.HierarchyScope",24,10,24,34,22,1,2,1,314,267,0,4,0,"4,58",5,43,55
"org.eclipse.jdt.internal.core.search.IRestrictedAccessTypeRequestor",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,2,n/a
"org.eclipse.jdt.internal.core.search.IndexQueryRequestor",14,0,1,1,3,0,0,1,7,3,4,0,0,n/a,1,1,0
"org.eclipse.jdt.internal.core.search.IndexSelector",14,3,5,8,13,0,0,1,134,111,0,0,0,"5,40",3,23,27
"org.eclipse.jdt.internal.core.search.JavaSearchDocument",9,6,20,26,6,2,0,1,69,67,1,7,0,"1,78",6,13,16
"org.eclipse.jdt.internal.core.search.JavaSearchParticipant",15,1,16,17,12,1,0,5,81,48,0,1,3,"1,86",3,23,13
"org.eclipse.jdt.internal.core.search.JavaSearchScope",25,7,29,36,21,1,1,1,405,336,1,4,0,"5,18",8,43,88
"org.eclipse.jdt.internal.core.search.JavaWorkspaceScope",12,7,38,45,10,2,1,3,112,84,0,9,6,"2,44",6,21,22
"org.eclipse.jdt.internal.core.search.PathCollector",6,1,3,4,4,1,0,1,25,15,0,0,0,"1,50",2,2,3
"org.eclipse.jdt.internal.core.search.PatternSearchJob",17,6,12,18,14,0,1,3,94,91,1,0,0,"3,12",5,18,25
"org.eclipse.jdt.internal.core.search.SearchBasicEngine",60,5,22,27,58,0,0,2,748,479,0,0,0,"4,27",12,86,128
"org.eclipse.jdt.internal.core.search.SubTypeSearchJob",10,7,15,22,9,1,1,1,20,20,0,6,1,"2,33",1,10,7
"org.eclipse.jdt.internal.core.search.TypeNameRequestorWrapper",4,1,5,6,3,0,1,1,32,20,0,0,0,"1,00",0,5,3
"org.eclipse.jdt.internal.core.search.indexing.AbstractIndexer",14,1,15,16,11,0,1,2,115,115,2,0,0,"2,21",1,25,31
"org.eclipse.jdt.internal.core.search.indexing.AddFolderToIndex",6,7,12,19,6,1,1,1,80,78,0,4,0,"4,00",2,8,20
"org.eclipse.jdt.internal.core.search.indexing.AddJarFileToIndex",14,4,16,20,14,1,1,2,170,153,0,3,1,"6,57",5,23,46
"org.eclipse.jdt.internal.core.search.indexing.BinaryIndexer",15,11,31,42,14,1,2,1,499,447,0,11,1,"8,38",11,64,134
"org.eclipse.jdt.internal.core.search.indexing.IIndexConstants",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0,n/a
"org.eclipse.jdt.internal.core.search.indexing.IndexAllProject",13,4,15,19,13,1,1,2,171,161,0,3,1,"6,62",5,28,53
"org.eclipse.jdt.internal.core.search.indexing.IndexBinaryFolder",10,4,15,19,10,1,1,2,120,114,0,3,1,"4,12",5,20,33
"org.eclipse.jdt.internal.core.search.indexing.IndexManager",38,19,48,67,30,1,1,3,610,493,0,11,4,"4,24",10,80,144
"org.eclipse.jdt.internal.core.search.indexing.IndexRequest",9,3,9,12,2,0,1,1,26,23,8,0,0,"1,00",2,7,5
"org.eclipse.jdt.internal.core.search.indexing.InternalSearchDocument",4,1,3,4,1,0,0,1,26,14,1,0,0,"1,67",1,5,5
"org.eclipse.jdt.internal.core.search.indexing.ReadWriteMonitor",10,1,7,8,0,0,0,1,95,50,0,0,0,"2,14",2,7,15
"org.eclipse.jdt.internal.core.search.indexing.RemoveFolderFromIndex",7,7,12,19,7,1,1,1,48,46,0,4,0,"4,33",2,11,13
"org.eclipse.jdt.internal.core.search.indexing.RemoveFromIndex",4,4,12,16,4,1,1,1,25,24,0,4,0,"2,00",2,8,6
"org.eclipse.jdt.internal.core.search.indexing.SaveIndex",8,3,12,15,6,1,1,1,32,28,0,4,0,"2,33",2,9,7
"org.eclipse.jdt.internal.core.search.indexing.SourceIndexer",14,2,17,19,13,1,2,1,52,35,0,12,0,"2,00",0,13,4
"org.eclipse.jdt.internal.core.search.indexing.SourceIndexerRequestor",13,5,58,63,13,0,2,5,286,185,0,0,0,"1,77",1,47,55
"org.eclipse.jdt.internal.core.search.matching.AndPattern",12,8,27,35,10,3,0,1,56,47,3,19,0,"8,00",1,18,16
"org.eclipse.jdt.internal.core.search.matching.ClassFileMatchLocator",34,0,11,11,34,0,1,1,217,204,0,0,0,"7,00",10,46,77
"org.eclipse.jdt.internal.core.search.matching.ClasspathSourceDirectory",7,5,16,21,6,1,0,1,95,91,0,1,2,"2,40",7,16,24
"org.eclipse.jdt.internal.core.search.matching.ConstructorLocator",26,3,51,54,26,1,1,2,213,193,0,20,11,"5,17",17,36,93
"org.eclipse.jdt.internal.core.search.matching.ConstructorPattern",12,19,33,52,8,3,1,1,133,126,0,14,5,"4,10",7,22,41
"org.eclipse.jdt.internal.core.search.matching.DeclarationOfAccessedFieldsPattern",8,19,35,54,5,5,1,0,10,10,0,28,0,"1,00",0,3,1
"org.eclipse.jdt.internal.core.search.matching.DeclarationOfReferencedMethodsPattern",8,22,34,56,5,4,1,0,10,10,0,28,0,"1,00",0,3,1
"org.eclipse.jdt.internal.core.search.matching.DeclarationOfReferencedTypesPattern",8,16,39,55,5,5,1,0,10,10,0,29,0,"1,00",0,3,1
"org.eclipse.jdt.internal.core.search.matching.FieldLocator",42,4,52,56,42,2,1,3,304,280,0,26,9,"7,07",10,50,99
"org.eclipse.jdt.internal.core.search.matching.FieldPattern",11,20,35,55,6,4,1,4,97,92,1,14,7,"3,00",7,16,30
"org.eclipse.jdt.internal.core.search.matching.ImportMatchLocatorParser",5,73,402,475,5,2,7,1,21,21,0,390,4,"1,00",0,11,5
"org.eclipse.jdt.internal.core.search.matching.InternalSearchPattern",36,3,5,8,10,0,0,2,62,51,1,0,0,"3,20",3,20,16
"org.eclipse.jdt.internal.core.search.matching.JavaSearchNameEnvironment",21,2,12,14,20,0,2,1,142,131,0,0,0,"3,50",5,31,28
"org.eclipse.jdt.internal.core.search.matching.JavaSearchPattern",28,8,23,31,5,2,0,2,159,133,7,10,2,"4,33",7,15,39
"org.eclipse.jdt.internal.core.search.matching.LocalVariableLocator",19,3,48,51,19,2,1,3,70,69,0,29,6,"3,00",8,16,30
"org.eclipse.jdt.internal.core.search.matching.LocalVariablePattern",18,14,28,42,15,4,1,1,42,40,0,19,1,"3,67",1,16,11
"org.eclipse.jdt.internal.core.search.matching.MatchLocator",138,25,62,87,127,0,1,4,1.652,1.427,0,0,0,"5,83",32,267,367
"org.eclipse.jdt.internal.core.search.matching.MatchLocator.LocalDeclarationVisitor",14,3,205,208,14,1,0,1,48,45,0,202,1,"4,00",1,10,8
"org.eclipse.jdt.internal.core.search.matching.MatchLocator.WorkingCopyDocument",7,7,22,29,6,3,0,0,11,11,0,10,1,"1,00",1,5,2
"org.eclipse.jdt.internal.core.search.matching.MatchLocator.WrappedCoreException",2,2,1,3,0,0,0,0,7,7,0,0,0,"1,00",0,1,1
"org.eclipse.jdt.internal.core.search.matching.MatchLocatorParser",34,73,398,471,34,1,7,2,222,195,1,352,20,"2,29",5,66,55
"org.eclipse.jdt.internal.core.search.matching.MatchLocatorParser.ClassAndMethodDeclarationVisitor",5,0,209,209,5,2,0,1,6,6,0,207,1,"1,00",1,2,1
"org.eclipse.jdt.internal.core.search.matching.MatchLocatorParser.ClassButNoMethodDeclarationVisitor",12,0,208,208,11,1,0,1,22,22,1,198,5,"1,00",5,9,5
"org.eclipse.jdt.internal.core.search.matching.MatchLocatorParser.MethodButNoClassDeclarationVisitor",5,0,208,208,5,2,0,1,6,6,0,206,1,"1,00",1,2,1
"org.eclipse.jdt.internal.core.search.matching.MatchLocatorParser.NoClassNoMethodDeclarationVisitor",10,0,207,207,8,1,0,1,17,14,1,199,4,"1,00",4,4,4
"org.eclipse.jdt.internal.core.search.matching.MatchingNodeSet",23,6,8,14,9,0,0,1,135,111,0,0,0,"3,33",6,18,30
"org.eclipse.jdt.internal.core.search.matching.MethodLocator",38,5,48,53,38,1,1,1,265,230,0,22,9,"5,87",11,57,88
"org.eclipse.jdt.internal.core.search.matching.MethodPattern",14,23,34,57,9,3,1,1,170,154,1,13,5,"4,64",8,23,51
"org.eclipse.jdt.internal.core.search.matching.OrLocator",21,3,53,56,21,1,1,1,224,219,0,12,19,"3,95",14,44,79
"org.eclipse.jdt.internal.core.search.matching.OrPattern",12,5,19,24,8,2,1,2,48,47,0,9,1,"3,00",3,12,15
"org.eclipse.jdt.internal.core.search.matching.PackageDeclarationLocator",3,3,36,39,3,1,1,1,13,13,0,29,2,"1,00",2,5,3
"org.eclipse.jdt.internal.core.search.matching.PackageDeclarationPattern",8,9,26,35,4,3,1,2,20,19,0,18,1,"1,33",2,5,4
"org.eclipse.jdt.internal.core.search.matching.PackageReferenceLocator",39,3,48,51,38,1,1,3,286,260,0,20,11,"6,20",11,40,93
"org.eclipse.jdt.internal.core.search.matching.PackageReferencePattern",9,12,37,49,7,4,1,5,58,53,0,15,6,"1,50",6,15,15
"org.eclipse.jdt.internal.core.search.matching.PatternLocator",60,11,36,47,53,0,1,6,607,450,9,0,0,"4,42",30,92,159
"org.eclipse.jdt.internal.core.search.matching.PossibleMatch",18,9,15,24,17,0,2,2,113,93,0,0,0,"2,64",9,30,29
"org.eclipse.jdt.internal.core.search.matching.PossibleMatchSet",9,2,3,5,8,0,0,1,36,33,0,0,0,"2,67",1,14,8
"org.eclipse.jdt.internal.core.search.matching.QualifiedTypeDeclarationPattern",9,13,37,50,7,4,1,2,72,72,0,18,4,"3,17",3,13,19
"org.eclipse.jdt.internal.core.search.matching.SuperTypeNamesCollector",47,8,8,16,46,0,0,1,214,193,0,0,0,"3,69",5,50,48
"org.eclipse.jdt.internal.core.search.matching.SuperTypeNamesCollector.TypeDeclarationVisitor",12,0,210,210,12,1,0,5,36,32,0,196,7,"1,43",7,9,10
"org.eclipse.jdt.internal.core.search.matching.SuperTypeReferenceLocator",15,3,40,43,15,1,1,3,64,56,0,25,6,"3,00",6,14,21
"org.eclipse.jdt.internal.core.search.matching.SuperTypeReferencePattern",13,19,32,51,8,3,1,1,206,195,0,14,5,"5,22",6,24,47
"org.eclipse.jdt.internal.core.search.matching.TypeDeclarationLocator",14,3,39,42,14,1,1,1,66,51,0,27,4,"3,67",5,16,22
"org.eclipse.jdt.internal.core.search.matching.TypeDeclarationPattern",15,13,32,45,8,3,1,1,206,190,1,14,5,"6,11",6,26,55
"org.eclipse.jdt.internal.core.search.matching.TypeReferenceLocator",48,4,55,59,48,1,1,3,506,467,0,20,11,"7,36",13,63,162
"org.eclipse.jdt.internal.core.search.matching.TypeReferencePattern",10,15,38,53,7,4,1,4,83,74,1,15,6,"2,27",6,18,25
"org.eclipse.jdt.internal.core.search.matching.VariableLocator",15,3,38,41,13,1,1,1,57,54,2,28,3,"4,20",4,11,21
"org.eclipse.jdt.internal.core.search.matching.VariablePattern",8,13,25,38,2,3,0,1,23,18,2,20,0,"1,50",1,5,3
"org.eclipse.jdt.internal.core.search.processing.IJob",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,4,n/a
"org.eclipse.jdt.internal.core.search.processing.JobManager",21,9,16,25,4,0,0,1,394,319,1,0,0,"4,71",6,24,80
"org.eclipse.jdt.internal.core.util.ASTNodeFinder",25,1,5,6,22,0,0,1,151,132,0,0,0,"6,83",4,16,41
"org.eclipse.jdt.internal.core.util.Annotation",12,6,21,27,8,1,1,5,75,52,0,11,0,"1,67",5,13,10
"org.eclipse.jdt.internal.core.util.AnnotationComponent",9,4,19,23,8,1,1,4,48,36,0,11,0,"1,40",4,12,7
"org.eclipse.jdt.internal.core.util.AnnotationComponentValue",10,14,39,53,8,1,1,13,191,149,0,11,0,"2,07",14,23,31
"org.eclipse.jdt.internal.core.util.AnnotationDefaultAttribute",7,4,21,25,6,2,2,1,31,16,0,14,0,"1,00",1,4,2
"org.eclipse.jdt.internal.core.util.AnonymousFileSource",1,1,8,9,1,0,0,1,118,85,0,0,0,"2,00",7,8,16
"org.eclipse.jdt.internal.core.util.CharArrayBuffer",11,5,10,15,1,0,0,1,173,82,0,0,0,"2,60",6,10,26
"org.eclipse.jdt.internal.core.util.ClassFileAttribute",24,4,18,22,6,1,1,3,33,24,15,11,0,"1,25",3,10,5
"org.eclipse.jdt.internal.core.util.ClassFileReader",26,24,55,79,24,1,1,20,371,282,0,11,0,"2,78",22,41,64
"org.eclipse.jdt.internal.core.util.ClassFileStruct",28,0,11,11,1,0,0,8,87,84,13,0,0,"1,82",11,11,20
"org.eclipse.jdt.internal.core.util.CodeAttribute",19,17,41,58,18,2,2,9,1.129,1.093,0,14,0,"20,83",10,233,250
"org.eclipse.jdt.internal.core.util.CodeSnippetParsingUtil",23,1,8,9,19,0,0,1,144,138,0,0,0,"2,75",8,27,22
"org.eclipse.jdt.internal.core.util.CommentRecorderParser",15,74,388,462,11,1,7,1,225,158,1,361,11,"2,93",4,27,41
"org.eclipse.jdt.internal.core.util.CommentRecorderScanner",3,39,50,89,2,1,1,1,28,18,0,45,1,"1,50",0,4,3
"org.eclipse.jdt.internal.core.util.ConstantPool",7,3,19,22,6,1,1,2,89,77,0,11,0,"3,00",4,37,15
"org.eclipse.jdt.internal.core.util.ConstantPoolEntry",2,20,63,83,1,0,1,1,323,170,0,0,0,"1,00",22,43,43
"org.eclipse.jdt.internal.core.util.ConstantValueAttribute",7,5,23,28,6,2,2,2,26,17,0,14,0,"1,00",2,6,3
"org.eclipse.jdt.internal.core.util.DefaultBytecodeVisitor",8,13,425,438,7,0,1,1,2.045,1.427,0,0,0,"1,17",2,233,257
"org.eclipse.jdt.internal.core.util.Disassembler",42,3,48,51,41,1,0,2,1.612,1.566,1,0,0,"7,56",16,185,340
"org.eclipse.jdt.internal.core.util.EnclosingMethodAttribute",8,10,33,43,7,2,2,7,85,59,0,14,0,"1,62",7,17,13
"org.eclipse.jdt.internal.core.util.ExceptionAttribute",9,8,25,33,8,2,2,3,50,38,0,14,0,"1,75",3,10,7
"org.eclipse.jdt.internal.core.util.ExceptionTableEntry",7,5,22,27,6,1,1,5,56,37,0,11,0,"1,33",5,11,8
"org.eclipse.jdt.internal.core.util.FieldInfo",16,11,35,46,15,1,1,11,144,103,0,11,0,"1,92",12,25,25
"org.eclipse.jdt.internal.core.util.HandleFactory",37,4,7,11,32,0,0,1,292,237,0,0,0,"7,43",6,43,52
"org.eclipse.jdt.internal.core.util.HashtableOfArrayToObject",6,4,13,17,2,0,0,1,139,134,0,0,0,"2,54",10,16,33
"org.eclipse.jdt.internal.core.util.ICacheEnumeration",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,1,n/a
"org.eclipse.jdt.internal.core.util.ILRUCacheable",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,1,n/a
"org.eclipse.jdt.internal.core.util.InnerClassesAttribute",8,6,23,29,7,2,2,2,46,30,0,14,0,"1,67",2,6,5
"org.eclipse.jdt.internal.core.util.InnerClassesAttributeEntry",7,7,26,33,6,1,1,7,85,61,0,11,0,"1,75",7,14,14
"org.eclipse.jdt.internal.core.util.LRUCache",10,7,23,30,5,0,0,2,378,223,1,0,0,"1,88",13,27,49
"org.eclipse.jdt.internal.core.util.LRUCache.LRUCacheEntry",4,6,2,8,0,0,0,0,49,16,0,0,0,"1,00",1,2,2
"org.eclipse.jdt.internal.core.util.LineNumberAttribute",6,6,23,29,5,2,2,2,49,33,0,14,0,"1,67",2,5,5
"org.eclipse.jdt.internal.core.util.LocalVariableAttribute",8,6,23,29,7,2,2,2,48,32,0,14,0,"1,67",2,6,5
"org.eclipse.jdt.internal.core.util.LocalVariableTableEntry",7,7,26,33,6,1,1,7,82,50,0,11,0,"1,25",7,13,10
"org.eclipse.jdt.internal.core.util.LocalVariableTypeAttribute",8,6,23,29,7,2,2,2,48,32,0,14,0,"1,67",2,6,5
"org.eclipse.jdt.internal.core.util.LocalVariableTypeTableEntry",7,7,26,33,6,1,1,7,82,50,0,11,0,"1,25",7,13,10
"org.eclipse.jdt.internal.core.util.MementoTokenizer",16,17,3,20,3,0,0,1,96,96,0,0,0,"7,67",2,4,23
"org.eclipse.jdt.internal.core.util.MethodInfo",23,12,41,53,22,1,1,12,182,134,0,11,0,"2,12",16,33,36
"org.eclipse.jdt.internal.core.util.ParameterAnnotation",8,4,17,21,6,1,1,3,50,33,0,11,0,"1,50",3,7,6
"org.eclipse.jdt.internal.core.util.PublicScanner",12,95,60,155,11,0,2,1,3.397,3.067,0,0,0,"16,56",32,58,795
"org.eclipse.jdt.internal.core.util.RecordedParsingInformation",6,4,2,6,3,0,0,1,22,18,0,0,0,"2,00",0,2,4
"org.eclipse.jdt.internal.core.util.ReferenceInfoAdapter",3,0,7,7,0,0,0,7,48,16,3,0,0,"1,00",0,7,7
"org.eclipse.jdt.internal.core.util.RuntimeInvisibleAnnotationsAttribute",10,6,23,29,7,2,2,2,49,33,0,14,0,"1,67",2,7,5
"org.eclipse.jdt.internal.core.util.RuntimeInvisibleParameterAnnotationsAttribute",8,6,23,29,7,2,2,2,49,33,0,14,0,"1,67",2,7,5
"org.eclipse.jdt.internal.core.util.RuntimeVisibleAnnotationsAttribute",10,6,23,29,7,2,2,2,49,33,0,14,0,"1,67",2,7,5
"org.eclipse.jdt.internal.core.util.RuntimeVisibleParameterAnnotationsAttribute",8,6,23,29,7,2,2,2,49,33,0,14,0,"1,67",2,7,5
"org.eclipse.jdt.internal.core.util.SignatureAttribute",10,5,23,28,7,2,2,2,29,20,0,14,0,"1,33",2,9,4
"org.eclipse.jdt.internal.core.util.SimpleDocument",1,1,45,46,0,0,0,41,301,126,0,0,0,"1,00",26,45,45
"org.eclipse.jdt.internal.core.util.SimpleSet",17,3,8,11,1,0,0,1,87,80,0,0,0,"3,12",5,8,25
"org.eclipse.jdt.internal.core.util.SimpleWordSet",4,3,4,7,2,0,0,1,47,45,0,0,0,"3,50",2,6,14
"org.eclipse.jdt.internal.core.util.SourceFileAttribute",8,5,23,28,7,2,2,2,41,25,0,14,0,"1,33",2,9,4
"org.eclipse.jdt.internal.core.util.ToStringSorter",2,2,3,5,1,0,0,1,60,42,0,0,0,"3,33",1,3,10
"org.eclipse.jdt.internal.core.util.Util",130,7,100,107,29,0,0,29,1.877,1.319,0,0,0,"3,78",78,145,378
"org.eclipse.jdt.internal.core.util.Util.Comparable",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,1,n/a
"org.eclipse.jdt.internal.core.util.Util.Comparer",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,1,n/a
"org.eclipse.jdt.internal.eval.CodeSnippetAllocationExpression",26,16,89,105,25,4,9,2,183,162,0,60,4,"7,60",1,49,38
"org.eclipse.jdt.internal.eval.CodeSnippetClassFile",23,17,57,74,22,1,6,1,190,150,0,40,0,"16,50",0,36,33
"org.eclipse.jdt.internal.eval.CodeSnippetCodeStream",24,30,320,350,17,1,7,1,459,430,0,297,0,"2,79",0,48,78
"org.eclipse.jdt.internal.eval.CodeSnippetCompiler",9,11,20,31,8,1,2,1,43,33,0,12,1,"1,00",0,4,2
"org.eclipse.jdt.internal.eval.CodeSnippetEnvironment",12,2,9,11,11,0,2,1,69,51,0,0,0,"2,20",3,17,11
